"rules","support","confidence","lift","count"
"{meat} => {veg}",0.0089058524173028,0.304347826086957,3.68026755852843,7
"{meat} => {milk}",0.0178117048346056,0.608695652173913,3.23266745005875,14
"{meat} => {alcohol}",0.0203562340966921,0.695652173913043,1.75814343632042,16
"{meat} => {frozen}",0.0241730279898219,0.826086956521739,2.04183757178015,19
"{meat} => {deco}",0.0241730279898219,0.826086956521739,1.81369929560359,19
"{meat} => {bakery}",0.0190839694656489,0.652173913043478,1.52109405238034,15
"{meat} => {snack}",0.0241730279898219,0.826086956521739,1.74076232661149,19
"{meat} => {clothes}",0.0267175572519084,0.91304347826087,1.85920252309079,21
"{veg} => {milk}",0.0407124681933842,0.492307692307692,2.61455301455301,32
"{veg} => {alcohol}",0.0458015267175573,0.553846153846154,1.39975265891665,36
"{veg} => {frozen}",0.0508905852417303,0.615384615384615,1.52104499274311,40
"{veg} => {deco}",0.0687022900763359,0.830769230769231,1.82397937258272,54
"{veg} => {bakery}",0.0585241730279898,0.707692307692308,1.65058205889066,46
"{veg} => {snack}",0.0547073791348601,0.661538461538462,1.3940193854403,43
"{veg} => {clothes}",0.0458015267175573,0.553846153846154,1.1277799920287,36
"{toiletry} => {milk}",0.0381679389312977,0.384615384615385,2.04261954261954,30
"{toiletry} => {alcohol}",0.0610687022900763,0.615384615384615,1.55528073212961,48
"{toiletry} => {frozen}",0.0648854961832061,0.653846153846154,1.61611030478955,51
"{toiletry} => {deco}",0.0508905852417303,0.512820512820513,1.1259131929523,40
"{toiletry} => {bakery}",0.0712468193384224,0.717948717948718,1.67450353800502,56
"{toiletry} => {snack}",0.0737913486005089,0.743589743589744,1.56692101464219,58
"{toiletry} => {clothes}",0.0572519083969466,0.576923076923077,1.17477082502989,45
"{milk} => {alcohol}",0.114503816793893,0.608108108108108,1.53689058833753,90
"{alcohol} => {milk}",0.114503816793893,0.289389067524116,1.53689058833753,90
"{milk} => {frozen}",0.108142493638677,0.574324324324324,1.41955634880163,85
"{frozen} => {milk}",0.108142493638677,0.267295597484277,1.41955634880163,85
"{milk} => {deco}",0.127226463104326,0.675675675675676,1.48346670693039,100
"{deco} => {milk}",0.127226463104326,0.279329608938547,1.48346670693039,100
"{milk} => {bakery}",0.139949109414758,0.743243243243243,1.73349907771273,110
"{bakery} => {milk}",0.139949109414758,0.326409495548961,1.73349907771273,110
"{milk} => {snack}",0.124681933842239,0.662162162162162,1.39533367147308,98
"{snack} => {milk}",0.124681933842239,0.262734584450402,1.39533367147308,98
"{milk} => {clothes}",0.133587786259542,0.709459459459459,1.44465060915838,105
"{clothes} => {milk}",0.133587786259542,0.272020725388601,1.44465060915838,105
"{alcohol} => {frozen}",0.23027989821883,0.581993569131833,1.43851240672208,181
"{frozen} => {alcohol}",0.23027989821883,0.569182389937107,1.43851240672208,181
"{alcohol} => {deco}",0.173027989821883,0.437299035369775,0.96010346871688,136
"{deco} => {alcohol}",0.173027989821883,0.379888268156425,0.96010346871688,136
"{alcohol} => {bakery}",0.21501272264631,0.543408360128617,1.26741534439494,169
"{bakery} => {alcohol}",0.21501272264631,0.501483679525223,1.26741534439494,169
"{alcohol} => {snack}",0.220101781170483,0.556270096463023,1.17219382257355,173
"{snack} => {alcohol}",0.220101781170483,0.463806970509383,1.17219382257355,173
"{alcohol} => {clothes}",0.213740458015267,0.540192926045016,1.09997834163571,168
"{clothes} => {alcohol}",0.213740458015267,0.435233160621762,1.09997834163571,168
"{frozen} => {deco}",0.207379134860051,0.512578616352201,1.12538210182355,163
"{deco} => {frozen}",0.207379134860051,0.455307262569832,1.12538210182355,163
"{frozen} => {bakery}",0.221374045801527,0.547169811320755,1.27618834331784,174
"{bakery} => {frozen}",0.221374045801527,0.516320474777448,1.27618834331784,174
"{frozen} => {snack}",0.21501272264631,0.531446540880503,1.11988466791441,169
"{snack} => {frozen}",0.21501272264631,0.453083109919571,1.11988466791441,169
"{frozen} => {clothes}",0.212468193384224,0.525157232704403,1.06936161892658,167
"{clothes} => {frozen}",0.212468193384224,0.432642487046632,1.06936161892658,167
"{deco} => {bakery}",0.227735368956743,0.5,1.16617210682493,179
"{bakery} => {deco}",0.227735368956743,0.531157270029674,1.16617210682493,179
"{deco} => {snack}",0.223918575063613,0.491620111731844,1.03596087887729,176
"{snack} => {deco}",0.223918575063613,0.471849865951743,1.03596087887729,176
"{deco} => {clothes}",0.216284987277354,0.474860335195531,0.966943584102816,170
"{clothes} => {deco}",0.216284987277354,0.440414507772021,0.966943584102816,170
"{bakery} => {snack}",0.232824427480916,0.543026706231454,1.14428683940462,183
"{snack} => {bakery}",0.232824427480916,0.490616621983914,1.14428683940462,183
"{bakery} => {clothes}",0.255725190839695,0.596439169139466,1.2145108470042,201
"{clothes} => {bakery}",0.255725190839695,0.520725388601036,1.2145108470042,201
"{snack} => {clothes}",0.244274809160305,0.514745308310992,1.04816013557627,192
"{clothes} => {snack}",0.244274809160305,0.49740932642487,1.04816013557627,192
"{meat,veg} => {frozen}",0.00763358778625954,0.857142857142857,2.11859838274933,6
"{frozen,meat} => {veg}",0.00763358778625954,0.315789473684211,3.81862348178138,6
"{meat,veg} => {deco}",0.00636132315521628,0.714285714285714,1.5682362330407,5
"{deco,meat} => {veg}",0.00636132315521628,0.263157894736842,3.18218623481781,5
"{meat,veg} => {bakery}",0.00636132315521628,0.714285714285714,1.66596015260704,5
"{bakery,meat} => {veg}",0.00636132315521628,0.333333333333333,4.03076923076923,5
"{meat,veg} => {snack}",0.00763358778625954,0.857142857142857,1.80620451934125,6
"{meat,snack} => {veg}",0.00763358778625954,0.315789473684211,3.81862348178138,6
"{meat,veg} => {clothes}",0.00763358778625954,0.857142857142857,1.74537379718727,6
"{clothes,meat} => {veg}",0.00763358778625954,0.285714285714286,3.45494505494505,6
"{meat,toiletry} => {frozen}",0.00636132315521628,1,2.47169811320755,5
"{frozen,meat} => {toiletry}",0.00636132315521628,0.263157894736842,2.65182186234818,5
"{meat,toiletry} => {snack}",0.00636132315521628,1,2.10723860589812,5
"{meat,snack} => {toiletry}",0.00636132315521628,0.263157894736842,2.65182186234818,5
"{meat,milk} => {alcohol}",0.0139949109414758,0.785714285714286,1.98576022048691,11
"{alcohol,meat} => {milk}",0.0139949109414758,0.6875,3.65118243243243,11
"{meat,milk} => {frozen}",0.0139949109414758,0.785714285714286,1.94204851752022,11
"{frozen,meat} => {milk}",0.0139949109414758,0.578947368421053,3.074679943101,11
"{meat,milk} => {deco}",0.0152671755725191,0.857142857142857,1.88188347964884,12
"{deco,meat} => {milk}",0.0152671755725191,0.631578947368421,3.35419630156472,12
"{meat,milk} => {bakery}",0.0114503816793893,0.642857142857143,1.49936413734633,9
"{bakery,meat} => {milk}",0.0114503816793893,0.6,3.18648648648649,9
"{meat,milk} => {snack}",0.0152671755725191,0.857142857142857,1.80620451934125,12
"{meat,snack} => {milk}",0.0152671755725191,0.631578947368421,3.35419630156472,12
"{meat,milk} => {clothes}",0.0165394402035623,0.928571428571429,1.89082161361954,13
"{clothes,meat} => {milk}",0.0165394402035623,0.619047619047619,3.28764478764479,13
"{alcohol,meat} => {frozen}",0.0190839694656489,0.9375,2.31721698113208,15
"{frozen,meat} => {alcohol}",0.0190839694656489,0.789473684210526,1.99526146556101,15
"{alcohol,meat} => {deco}",0.0165394402035623,0.8125,1.7838687150838,13
"{deco,meat} => {alcohol}",0.0165394402035623,0.684210526315789,1.72922660348621,13
"{alcohol,meat} => {bakery}",0.0139949109414758,0.6875,1.60348664688427,11
"{bakery,meat} => {alcohol}",0.0139949109414758,0.733333333333333,1.85337620578778,11
"{alcohol,meat} => {snack}",0.0178117048346056,0.875,1.84383378016086,14
"{meat,snack} => {alcohol}",0.0178117048346056,0.736842105263158,1.86224403452361,14
"{alcohol,meat} => {clothes}",0.0190839694656489,0.9375,1.90900259067358,15
"{clothes,meat} => {alcohol}",0.0190839694656489,0.714285714285714,1.80523656407901,15
"{frozen,meat} => {deco}",0.0203562340966921,0.842105263157895,1.84886798000588,16
"{deco,meat} => {frozen}",0.0203562340966921,0.842105263157895,2.08142999006951,16
"{frozen,meat} => {bakery}",0.0178117048346056,0.736842105263158,1.7185694205841,14
"{bakery,meat} => {frozen}",0.0178117048346056,0.933333333333333,2.30691823899371,14
"{frozen,meat} => {snack}",0.0216284987277354,0.894736842105263,1.88542401580358,17
"{meat,snack} => {frozen}",0.0216284987277354,0.894736842105263,2.21151936444886,17
"{frozen,meat} => {clothes}",0.0229007633587786,0.947368421052632,1.92909735478593,18
"{clothes,meat} => {frozen}",0.0229007633587786,0.857142857142857,2.11859838274933,18
"{deco,meat} => {bakery}",0.0165394402035623,0.684210526315789,1.59581446197095,13
"{bakery,meat} => {deco}",0.0165394402035623,0.866666666666667,1.90279329608939,13
"{deco,meat} => {snack}",0.0203562340966921,0.842105263157895,1.77451672075631,16
"{meat,snack} => {deco}",0.0203562340966921,0.842105263157895,1.84886798000588,16
"{deco,meat} => {clothes}",0.0241730279898219,1,2.03626943005181,19
"{clothes,meat} => {deco}",0.0241730279898219,0.904761904761905,1.98643256185156,19
"{bakery,meat} => {snack}",0.0152671755725191,0.8,1.6857908847185,12
"{meat,snack} => {bakery}",0.0152671755725191,0.631578947368421,1.4730595033578,12
"{bakery,meat} => {clothes}",0.0178117048346056,0.933333333333333,1.90051813471503,14
"{clothes,meat} => {bakery}",0.0178117048346056,0.666666666666667,1.55489614243323,14
"{meat,snack} => {clothes}",0.0216284987277354,0.894736842105263,1.82192527952004,17
"{clothes,meat} => {snack}",0.0216284987277354,0.80952380952381,1.70585982382229,17
"{toiletry,veg} => {milk}",0.0114503816793893,0.692307692307692,3.67671517671518,9
"{milk,veg} => {toiletry}",0.0114503816793893,0.28125,2.83413461538462,9
"{milk,toiletry} => {veg}",0.0114503816793893,0.3,3.62769230769231,9
"{toiletry,veg} => {alcohol}",0.0114503816793893,0.692307692307692,1.74969082364581,9
"{alcohol,veg} => {toiletry}",0.0114503816793893,0.25,2.51923076923077,9
"{toiletry,veg} => {frozen}",0.0127226463104326,0.769230769230769,1.90130624092888,10
"{frozen,veg} => {toiletry}",0.0127226463104326,0.25,2.51923076923077,10
"{toiletry,veg} => {deco}",0.0165394402035623,1,2.19553072625698,13
"{deco,toiletry} => {veg}",0.0165394402035623,0.325,3.93,13
"{toiletry,veg} => {bakery}",0.0139949109414758,0.846153846153846,1.97352202693449,11
"{toiletry,veg} => {snack}",0.0139949109414758,0.846153846153846,1.78304805114457,11
"{snack,veg} => {toiletry}",0.0139949109414758,0.255813953488372,2.5778175313059,11
"{toiletry,veg} => {clothes}",0.0114503816793893,0.692307692307692,1.40972499003587,9
"{clothes,veg} => {toiletry}",0.0114503816793893,0.25,2.51923076923077,9
"{milk,veg} => {alcohol}",0.0254452926208651,0.625,1.57958199356913,20
"{alcohol,veg} => {milk}",0.0254452926208651,0.555555555555556,2.95045045045045,20
"{milk,veg} => {frozen}",0.0254452926208651,0.625,1.54481132075472,20
"{frozen,veg} => {milk}",0.0254452926208651,0.5,2.65540540540541,20
"{milk,veg} => {deco}",0.0356234096692112,0.875,1.92108938547486,28
"{deco,veg} => {milk}",0.0356234096692112,0.518518518518518,2.75375375375375,28
"{deco,milk} => {veg}",0.0356234096692112,0.28,3.38584615384615,28
"{milk,veg} => {bakery}",0.0356234096692112,0.875,2.04080118694362,28
"{bakery,veg} => {milk}",0.0356234096692112,0.608695652173913,3.23266745005875,28
"{bakery,milk} => {veg}",0.0356234096692112,0.254545454545455,3.07804195804196,28
"{milk,veg} => {snack}",0.0267175572519084,0.65625,1.38287533512064,21
"{snack,veg} => {milk}",0.0267175572519084,0.488372093023256,2.59365179132621,21
"{milk,veg} => {clothes}",0.0254452926208651,0.625,1.27266839378238,20
"{clothes,veg} => {milk}",0.0254452926208651,0.555555555555556,2.95045045045045,20
"{alcohol,veg} => {frozen}",0.0381679389312977,0.833333333333333,2.05974842767296,30
"{frozen,veg} => {alcohol}",0.0381679389312977,0.75,1.89549839228296,30
"{alcohol,veg} => {deco}",0.039440203562341,0.861111111111111,1.89059590316574,31
"{deco,veg} => {alcohol}",0.039440203562341,0.574074074074074,1.45087531261165,31
"{alcohol,veg} => {bakery}",0.0368956743002544,0.805555555555556,1.87883283877349,29
"{bakery,veg} => {alcohol}",0.0368956743002544,0.630434782608696,1.59331748916539,29
"{alcohol,veg} => {snack}",0.0305343511450382,0.666666666666667,1.40482573726542,24
"{snack,veg} => {alcohol}",0.0305343511450382,0.558139534883721,1.4106034547222,24
"{alcohol,veg} => {clothes}",0.0330788804071247,0.722222222222222,1.4706390328152,26
"{clothes,veg} => {alcohol}",0.0330788804071247,0.722222222222222,1.82529474812433,26
"{frozen,veg} => {deco}",0.0432569974554707,0.85,1.86620111731844,34
"{deco,veg} => {frozen}",0.0432569974554707,0.62962962962963,1.55625436757512,34
"{frozen,veg} => {bakery}",0.0432569974554707,0.85,1.98249258160237,34
"{bakery,veg} => {frozen}",0.0432569974554707,0.739130434782609,1.82690730106645,34
"{frozen,veg} => {snack}",0.0343511450381679,0.675,1.42238605898123,27
"{snack,veg} => {frozen}",0.0343511450381679,0.627906976744186,1.55199648968846,27
"{frozen,veg} => {clothes}",0.0343511450381679,0.675,1.37448186528497,27
"{clothes,veg} => {frozen}",0.0343511450381679,0.75,1.85377358490566,27
"{deco,veg} => {bakery}",0.049618320610687,0.722222222222222,1.68447082096934,39
"{bakery,veg} => {deco}",0.049618320610687,0.847826086956522,1.86142822443527,39
"{deco,veg} => {snack}",0.0483460559796438,0.703703703703704,1.48287161155794,38
"{snack,veg} => {deco}",0.0483460559796438,0.883720930232558,1.94023645576199,38
"{deco,veg} => {clothes}",0.0407124681933842,0.592592592592593,1.20667818077145,32
"{clothes,veg} => {deco}",0.0407124681933842,0.888888888888889,1.95158286778399,32
"{bakery,veg} => {snack}",0.0407124681933842,0.695652173913043,1.46590511714652,32
"{snack,veg} => {bakery}",0.0407124681933842,0.744186046511628,1.73569801946035,32
"{bakery,veg} => {clothes}",0.039440203562341,0.673913043478261,1.37226852894796,31
"{clothes,veg} => {bakery}",0.039440203562341,0.861111111111111,2.00840751730959,31
"{snack,veg} => {clothes}",0.0343511450381679,0.627906976744186,1.27858778166044,27
"{clothes,veg} => {snack}",0.0343511450381679,0.75,1.58042895442359,27
"{milk,toiletry} => {alcohol}",0.0279898218829517,0.733333333333333,1.85337620578778,22
"{alcohol,toiletry} => {milk}",0.0279898218829517,0.458333333333333,2.43412162162162,22
